"10503る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","138,081","7,404,427","54.20","54.20","53.40","53.70","-0.50","145",
"105/03/02","114,350","6,230,629","54.10","54.70","54.10","54.60","+0.90","131",
"105/03/03","158,070","8,741,050","55.00","55.80","55.00","55.30","+0.70","148",
"105/03/04","220,064","12,333,599","54.30","57.10","54.30","56.60","+1.30","220",
"105/03/07","245,158","14,226,855","59.00","59.10","57.20","57.50","+0.90","240",
"105/03/08","134,270","7,633,020","57.50","57.70","56.30","57.00","-0.50","120",
"105/03/09","100,515","5,730,644","57.00","57.60","56.50","56.90","-0.10","91",
"105/03/10","2,373,390","146,916,172","58.60","62.50","58.10","62.50","+5.60","1,463",
"105/03/11","1,312,052","82,338,129","63.50","63.60","61.50","62.50"," 0.00","947",
"105/03/14","454,377","28,415,218","63.10","63.30","61.90","62.00","-0.50","332",
"105/03/15","1,385,375","89,169,451","63.00","66.90","62.00","62.00"," 0.00","1,115",
"105/03/16","2,046,221","133,438,844","63.80","66.00","63.30","65.70","+3.70","1,442",
"105/03/17","1,080,514","70,683,494","67.00","67.50","63.70","64.00","-1.70","795",
"105/03/18","423,343","27,242,445","64.00","65.40","63.60","64.60","+0.60","354",
"105/03/21","665,507","43,651,703","65.50","66.90","64.70","64.70","+0.10","640",
"105/03/22","440,276","27,790,973","63.30","64.60","62.20","62.40","-2.30","422",
"105/03/23","238,070","14,769,004","63.00","63.20","61.50","61.60","-0.80","205",
"105/03/24","229,392","14,118,482","62.60","62.60","60.40","61.10","-0.50","217",
"105/03/25","207,215","12,709,839","62.20","62.20","60.60","60.70","-0.40","186",
"105/03/28","141,001","8,571,649","60.70","61.50","60.20","61.00","+0.30","137",
"105/03/29","198,013","11,935,380","61.00","61.20","59.70","60.00","-1.00","175",
"105/03/30","125,013","7,680,006","61.00","62.20","60.80","61.60","+1.60","121",
"105/03/31","144,060","8,917,794","62.60","62.60","61.20","61.90","+0.30","132",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

