"10501る 1786 О             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","196,020","12,032,302","62.50","62.60","61.00","61.20","-1.30","173",
"105/01/05","184,116","11,113,932","61.20","61.20","59.60","60.10","-1.10","174",
"105/01/06","261,389","15,488,229","60.30","60.90","58.10","58.70","-1.40","215",
"105/01/07","442,234","24,716,376","57.50","58.30","54.00","55.00","-3.70","360",
"105/01/08","180,492","10,106,395","55.00","57.40","54.20","56.80","+1.80","154",
"105/01/11","335,070","19,195,007","57.60","57.90","56.50","57.00","+0.20","241",
"105/01/12","192,350","10,753,121","57.00","57.90","54.50","54.60","-2.40","169",
"105/01/13","128,140","7,080,440","54.80","55.80","54.60","55.30","+0.70","120",
"105/01/14","200,208","10,772,079","54.30","54.50","52.80","53.90","-1.40","172",
"105/01/15","150,009","8,317,913","55.50","56.00","54.80","55.70","+1.80","139",
"105/01/18","292,013","16,526,580","54.60","58.00","54.50","57.30","+1.60","254",
"105/01/19","1,015,220","60,572,353","57.70","60.50","57.70","59.20","+1.90","794",
"105/01/20","266,595","15,425,614","58.80","59.10","56.80","56.80","-2.40","232",
"105/01/21","129,003","7,324,771","57.90","57.90","56.10","56.70","-0.10","124",
"105/01/22","121,304","6,887,388","58.50","58.50","55.60","56.70"," 0.00","111",
"105/01/25","141,154","8,100,566","57.00","57.80","56.70","57.60","+0.90","141",
"105/01/26","121,004","6,865,728","57.20","57.60","56.00","56.60","-1.00","118",
"105/01/27","110,140","6,261,952","57.20","58.00","56.30","56.40","-0.20","113",
"105/01/28","97,770","5,507,660","56.40","57.20","55.80","55.80","-0.60","83",
"105/01/29","138,644","7,865,538","56.20","57.20","56.00","57.20","+1.40","110",
"105/01/30","213,205","12,381,249","57.80","58.40","57.50","58.30","+1.10","178",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

