"10407る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","127,878","7,150,542","54.90","56.50","54.90","55.60","+0.20","122",
"104/07/02","59,875","3,359,062","55.50","56.30","55.40","56.30","+0.70","49",
"104/07/03","60,850","3,402,115","56.30","56.40","55.50","56.00","-0.30","60",
"104/07/06","47,875","2,633,011","54.10","55.90","54.10","55.00","-1.00","42",
"104/07/07","97,884","5,313,805","54.50","55.50","53.50","55.00"," 0.00","95",
"104/07/08","128,884","6,962,199","54.10","54.70","53.30","54.50","-0.50","97",
"104/07/09","117,884","6,171,811","49.90","54.00","49.90","53.00","-1.50","72",
"104/07/13","40,000","2,169,299","53.60","54.70","53.60","54.70","+1.70","38",
"104/07/14","162,500","8,769,800","54.00","55.30","52.30","54.30","-0.40","139",
"104/07/15","57,040","3,134,980","55.10","55.50","54.50","54.80","+0.50","43",
"104/07/16","58,200","3,231,320","55.10","56.00","55.00","55.90","+1.10","55",
"104/07/17","86,186","4,819,488","55.90","56.40","55.30","56.40","+0.50","73",
"104/07/20","109,000","6,202,900","56.50","57.40","55.80","57.20","+0.80","88",
"104/07/21","47,000","2,661,900","57.20","57.50","56.10","57.10","-0.10","38",
"104/07/22","29,007","1,642,699","56.40","57.10","56.40","56.50","-0.60","25",
"104/07/23","63,000","3,523,100","56.80","56.80","55.40","55.50","-1.00","45",
"104/07/24","78,000","4,284,400","55.50","55.50","54.30","55.00","-0.50","45",
"104/07/27","145,000","7,589,100","55.20","55.20","51.50","52.00","-3.00","114",
"104/07/28","108,193","5,524,729","49.65","52.00","49.65","51.50","-0.50","83",
"104/07/29","170,307","8,662,071","51.70","51.70","50.00","51.00","-0.50","123",
"104/07/30","79,200","4,077,920","50.60","52.70","50.50","52.50","+1.50","59",
"104/07/31","166,300","8,417,440","52.00","52.00","49.10","50.20","-2.30","111",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

