"10401る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","118,120","7,691,600","65.50","65.50","64.90","65.20","-0.10","88",
"104/01/06","174,206","11,252,410","64.70","65.00","64.20","64.50","-0.70","117",
"104/01/07","1,276,817","85,727,656","64.50","68.20","64.30","68.00","+3.50","776",
"104/01/08","658,200","44,588,400","68.50","68.50","67.00","68.00"," 0.00","401",
"104/01/09","537,200","36,631,020","68.00","68.50","67.70","68.00"," 0.00","286",
"104/01/12","1,061,191","74,301,726","68.00","71.20","68.00","70.00","+2.00","659",
"104/01/13","667,100","47,071,250","70.70","71.30","70.00","70.20","+0.20","360",
"104/01/14","535,000","37,729,000","70.50","71.10","69.90","70.30","+0.10","314",
"104/01/15","390,000","27,238,600","70.30","70.50","69.20","70.20","-0.10","273",
"104/01/16","528,373","36,655,223","70.20","70.40","68.20","68.20","-2.00","295",
"104/01/19","481,478","33,240,524","68.50","69.80","68.20","69.30","+1.10","306",
"104/01/20","327,000","22,615,800","69.30","69.70","68.80","69.00","-0.30","226",
"104/01/21","311,000","21,668,600","68.80","70.20","68.80","69.70","+0.70","214",
"104/01/22","269,000","18,862,900","69.90","70.40","69.90","69.90","+0.20","205",
"104/01/23","293,500","20,460,150","70.00","70.40","69.20","69.30","-0.60","203",
"104/01/26","170,000","11,797,100","69.30","69.80","69.20","69.20","-0.10","95",
"104/01/27","419,063","29,449,078","69.30","71.10","69.30","69.90","+0.70","308",
"104/01/28","143,200","9,971,420","69.90","70.10","69.50","69.60","-0.30","117",
"104/01/29","174,000","12,065,000","69.80","69.80","69.00","69.20","-0.40","121",
"104/01/30","111,001","7,679,969","69.50","69.80","69.00","69.00","-0.20","83",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

