"10408る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/08/03","108,000","5,411,850","49.75","50.80","49.75","50.20"," 0.00","69",
"104/08/04","182,216","9,164,250","50.40","51.40","49.65","49.70","-0.50","111",
"104/08/05","134,031","6,759,437","49.75","51.40","49.70","51.40","+1.70","76",
"104/08/06","63,000","3,268,100","51.60","53.00","51.40","51.40"," 0.00","50",
"104/08/07","88,000","4,533,400","52.40","52.40","51.00","52.00","+0.60","59",
"104/08/10","52,000","2,694,000","52.00","52.60","51.00","51.90","-0.10","42",
"104/08/11","116,000","5,978,200","52.10","52.60","50.50","50.80","-1.10","88",
"104/08/12","199,000","10,265,400","50.80","52.10","50.80","52.10","+1.30","75",
"104/08/13","133,231","7,045,073","52.20","54.00","52.20","53.00","+0.90","86",
"104/08/14","82,541","4,355,756","52.70","53.20","52.10","53.00"," 0.00","44",
"104/08/17","155,090","8,366,660","53.00","54.40","53.00","54.00","+1.00","88",
"104/08/18","651,120","36,119,880","55.00","56.50","54.50","56.00","+2.00","370",
"104/08/19","614,521","34,116,966","54.60","56.40","54.00","55.90","X0.00","485",
"104/08/20","722,080","41,745,344","55.90","59.50","55.90","58.80","+2.90","475",
"104/08/21","361,000","20,767,600","58.00","58.70","57.00","57.70","-1.10","213",
"104/08/24","286,080","15,363,091","55.10","56.60","52.10","52.70","-5.00","211",
"104/08/25","246,661","12,698,234","50.10","53.40","50.10","53.00","+0.30","182",
"104/08/26","105,000","5,607,000","53.00","54.30","52.10","54.00","+1.00","79",
"104/08/27","96,000","5,241,000","54.00","55.40","54.00","54.00"," 0.00","77",
"104/08/28","121,000","6,654,500","55.00","55.40","54.40","54.70","+0.70","87",
"104/08/31","154,085","8,734,253","56.00","57.20","55.80","56.60","+1.90","109",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

