"10503る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","1,271,220","95,794,853","75.40","76.30","74.60","75.70","+0.70","886",
"105/03/02","1,474,766","111,982,250","76.10","77.00","75.00","75.00","-0.70","1,058",
"105/03/03","918,000","68,734,997","74.80","76.20","73.80","74.10","-0.90","720",
"105/03/04","532,350","39,570,420","74.60","75.00","73.70","74.90","+0.80","441",
"105/03/07","1,041,805","77,539,445","75.70","75.70","73.60","73.60","-1.30","673",
"105/03/08","613,000","45,327,000","73.90","74.40","73.20","74.10","+0.50","431",
"105/03/09","671,050","49,459,485","74.40","74.50","73.20","73.20","-0.90","446",
"105/03/10","471,166","34,719,931","73.70","74.40","73.00","74.00","+0.80","367",
"105/03/11","5,645,746","437,088,031","74.80","79.70","73.80","78.10","+4.10","3,725",
"105/03/14","5,379,751","434,112,231","79.00","82.70","77.50","81.00","+2.90","3,371",
"105/03/15","6,350,817","523,415,855","82.00","85.00","80.40","81.10","+0.10","3,913",
"105/03/16","4,164,260","348,397,380","84.50","86.00","82.30","82.90","+1.80","2,841",
"105/03/17","3,236,159","265,755,193","83.90","84.10","80.60","81.10","-1.80","2,086",
"105/03/18","1,881,000","152,293,000","81.40","81.90","80.00","80.70","-0.40","1,348",
"105/03/21","4,620,096","383,609,581","81.10","84.40","81.10","82.00","+1.30","2,891",
"105/03/22","2,677,236","216,545,985","82.40","82.60","79.60","80.00","-2.00","2,010",
"105/03/23","1,120,400","90,083,400","80.20","81.30","79.40","80.00"," 0.00","882",
"105/03/24","2,001,100","157,837,000","79.90","80.70","77.10","80.10","+0.10","1,522",
"105/03/25","816,650","64,722,688","79.60","80.60","78.50","78.60","-1.50","599",
"105/03/28","842,656","66,058,768","78.60","79.40","77.80","77.80","-0.80","571",
"105/03/29","3,119,202","230,145,847","77.60","78.00","70.80","72.60","-5.20","1,992",
"105/03/30","1,280,341","94,925,068","73.00","74.80","73.00","74.20","+1.60","965",
"105/03/31","1,742,080","131,989,891","74.60","76.90","74.30","75.50","+1.30","1,146",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

