"10402る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","171,000","11,716,700","69.00","69.10","68.20","68.30","-0.70","104",
"104/02/03","251,407","16,988,031","68.30","68.30","67.00","67.40","-0.90","180",
"104/02/04","223,200","15,063,559","67.90","68.00","66.80","68.00","+0.60","135",
"104/02/05","140,181","9,500,643","68.00","68.30","67.30","68.10","+0.10","92",
"104/02/06","140,301","9,490,798","68.40","68.40","67.20","67.60","-0.50","91",
"104/02/09","285,102","19,015,013","67.30","67.70","66.00","66.30","-1.30","190",
"104/02/10","144,142","9,578,157","66.50","66.80","66.30","66.60","+0.30","111",
"104/02/11","198,000","13,216,900","66.60","67.20","66.50","66.60"," 0.00","110",
"104/02/12","95,000","6,310,200","66.60","66.60","66.30","66.50","-0.10","59",
"104/02/13","180,875","12,209,536","66.70","68.20","66.70","67.00","+0.50","128",
"104/02/24","176,000","11,958,000","67.60","68.40","67.50","68.00","+1.00","114",
"104/02/25","176,000","12,003,500","68.00","68.70","67.80","67.90","-0.10","123",
"104/02/26","247,577","16,913,278","68.30","68.70","68.10","68.30","+0.40","125",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

