"10404る 4746 模             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","249,000","15,441,400","62.60","62.60","61.60","62.20","-0.40","194",
"104/04/02","246,007","15,318,462","62.20","62.90","61.60","62.00","-0.20","217",
"104/04/07","229,325","14,143,550","62.00","62.10","61.30","61.50","-0.50","183",
"104/04/08","295,550","18,675,723","61.50","63.90","61.50","63.70","+2.20","273",
"104/04/09","399,020","25,625,585","63.70","65.10","63.00","64.40","+0.70","323",
"104/04/10","204,050","13,098,123","64.60","64.60","63.80","64.50","+0.10","163",
"104/04/13","243,007","15,743,576","64.90","65.70","63.90","63.90","-0.60","163",
"104/04/14","314,007","20,416,576","63.90","65.40","63.90","65.00","+1.10","184",
"104/04/15","370,649","24,233,708","65.00","66.10","64.80","65.50","+0.50","264",
"104/04/16","218,006","14,323,018","65.50","66.10","65.30","66.00","+0.50","151",
"104/04/17","85,363","5,566,595","65.80","65.80","64.90","65.00","-1.00","63",
"104/04/20","116,407","7,628,989","64.50","66.50","64.50","64.80","-0.20","90",
"104/04/21","90,152","5,839,148","64.80","65.50","64.30","64.80"," 0.00","71",
"104/04/22","178,000","11,412,400","64.50","64.80","63.60","63.60","-1.20","127",
"104/04/23","293,001","18,663,667","64.10","64.10","63.20","64.10","+0.50","175",
"104/04/24","196,216","12,693,017","64.60","65.10","63.80","64.90","+0.80","158",
"104/04/27","134,001","8,752,265","65.20","65.70","65.00","65.00","+0.10","110",
"104/04/28","125,100","8,145,980","65.00","65.70","64.60","64.80","-0.20","84",
"104/04/29","69,541","4,499,439","64.70","65.00","64.20","64.80"," 0.00","61",
"104/04/30","85,875","5,573,949","65.10","65.20","64.50","64.80"," 0.00","75",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

