"10404る 4141 纒縊-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","1,020,369","47,282,486","46.20","47.10","45.05","47.00","+0.75","498",
"104/04/02","194,712","9,064,807","47.00","47.10","46.30","46.50","-0.50","163",
"104/04/07","168,871","7,788,540","46.40","46.40","45.90","46.15","-0.35","136",
"104/04/08","314,600","14,684,050","46.20","47.50","46.10","47.20","+1.05","173",
"104/04/09","258,360","12,287,614","47.30","48.15","47.30","47.50","+0.30","205",
"104/04/10","194,525","9,212,602","48.10","48.10","46.15","47.30","-0.20","171",
"104/04/13","233,640","11,204,865","48.00","48.20","47.50","48.15","+0.85","163",
"104/04/14","118,150","5,671,171","48.30","48.30","47.85","47.95","-0.20","85",
"104/04/15","197,502","9,477,043","47.95","48.30","47.20","47.90","-0.05","135",
"104/04/16","191,265","9,185,837","47.90","48.50","47.50","47.55","-0.35","125",
"104/04/17","376,139","18,171,341","47.50","48.90","47.50","48.50","+0.95","246",
"104/04/20","288,140","13,769,462","48.50","48.90","47.30","48.45","-0.05","203",
"104/04/21","175,180","8,401,494","48.45","48.45","47.70","48.20","-0.25","112",
"104/04/22","144,390","6,904,320","47.50","48.10","47.50","47.75","-0.45","105",
"104/04/23","229,860","11,022,745","47.75","48.40","47.40","48.30","+0.55","176",
"104/04/24","444,720","21,364,846","48.30","48.65","47.55","48.35","+0.05","311",
"104/04/27","580,880","28,122,390","48.30","49.00","47.90","48.30","-0.05","302",
"104/04/28","567,374","27,580,656","48.30","49.00","48.25","48.80","+0.50","328",
"104/04/29","467,492","22,723,358","49.10","49.20","48.10","48.80"," 0.00","315",
"104/04/30","398,840","19,430,891","48.80","49.10","48.05","48.85","+0.05","246",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

