"10409る 4141 纒縊-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","969,360","29,124,345","30.00","30.70","29.50","29.90","-0.10","128",
"104/09/02","157,110","4,625,027","29.50","29.85","29.15","29.85","-0.05","107",
"104/09/03","192,606","5,763,985","29.60","30.30","29.60","30.00","+0.15","116",
"104/09/04","94,981","2,831,334","29.80","30.00","29.30","29.70","-0.30","42",
"104/09/07","216,420","6,418,595","29.50","29.90","28.80","29.75","+0.05","80",
"104/09/08","198,760","5,862,571","29.50","29.80","29.00","29.60","-0.15","63",
"104/09/09","1,019,463","30,636,965","30.00","30.25","29.90","30.10","+0.50","188",
"104/09/10","357,240","11,043,542","29.60","31.45","29.60","31.00","+0.90","201",
"104/09/11","256,880","7,993,860","31.10","31.50","30.45","30.55","-0.45","142",
"104/09/14","220,488","6,650,285","30.60","30.80","30.00","30.45","-0.10","131",
"104/09/15","206,120","6,250,455","30.50","30.75","29.90","30.05","-0.40","151",
"104/09/16","248,480","7,513,766","30.05","30.75","30.00","30.35","+0.30","199",
"104/09/17","296,480","9,272,580","30.60","32.00","30.60","31.15","+0.80","238",
"104/09/18","355,091","11,428,447","31.00","33.00","30.75","32.30","+1.15","271",
"104/09/21","661,320","20,093,610","31.50","31.50","29.85","30.40","-1.90","412",
"104/09/22","221,120","6,653,885","30.50","30.75","29.95","30.15","-0.25","182",
"104/09/23","286,364","8,509,928","29.60","30.50","29.20","29.30","-0.85","252",
"104/09/24","304,586","8,797,159","29.30","29.70","28.25","28.40","-0.90","221",
"104/09/25","143,941","4,061,937","28.30","28.65","27.95","28.35","-0.05","104",
"104/09/30","280,236","8,165,064","28.80","29.70","28.05","29.30","+0.95","188",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

