"10501る 4141 纒縊-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/01/04","329,060","9,771,205","30.25","30.45","29.30","29.30","-0.95","219",
"105/01/05","215,122","6,310,499","29.00","29.80","28.90","29.10","-0.20","132",
"105/01/06","303,162","8,778,339","29.15","29.40","28.60","28.90","-0.20","178",
"105/01/07","630,540","17,531,518","28.90","29.20","26.50","27.25","-1.65","343",
"105/01/08","303,000","8,395,950","26.60","28.45","26.60","28.30","+1.05","181",
"105/01/11","175,396","4,855,398","27.60","28.05","27.25","27.55","-0.75","132",
"105/01/12","1,194,296","34,971,900","27.70","30.30","27.70","28.20","+0.65","652",
"105/01/13","417,000","12,010,750","28.30","29.30","28.30","28.75","+0.55","267",
"105/01/14","245,060","6,835,059","27.80","28.35","27.20","28.30","-0.45","153",
"105/01/15","182,420","5,235,904","28.45","28.90","28.45","28.70","+0.40","126",
"105/01/18","401,050","11,626,475","28.60","29.35","28.00","29.30","+0.60","244",
"105/01/19","359,000","10,579,600","29.30","30.20","28.75","30.00","+0.70","243",
"105/01/20","356,060","10,388,931","29.50","29.75","28.85","28.85","-1.15","201",
"105/01/21","166,122","4,757,451","28.90","29.00","28.20","28.40","-0.45","105",
"105/01/22","61,000","1,753,150","29.00","29.05","28.65","28.70","+0.30","52",
"105/01/25","108,120","3,165,898","29.20","29.50","29.00","29.20","+0.50","88",
"105/01/26","84,300","2,442,170","29.10","29.10","28.90","28.90","-0.30","53",
"105/01/27","147,000","4,238,100","29.30","29.30","28.55","28.80","-0.10","95",
"105/01/28","316,000","8,976,700","28.75","28.95","27.75","28.35","-0.45","175",
"105/01/29","227,200","6,519,950","28.30","29.00","28.30","28.95","+0.60","159",
"105/01/30","264,345","7,687,774","28.95","29.30","28.75","29.20","+0.25","168",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

