"10502る 4141 纒縊-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","203,000","5,892,850","29.30","29.40","28.80","28.80","-0.40","140",
"105/02/02","185,294","5,312,663","28.80","29.00","28.35","28.45","-0.35","137",
"105/02/03","117,000","3,302,100","28.30","28.40","28.05","28.20","-0.25","82",
"105/02/15","163,000","4,555,250","28.10","28.50","27.55","27.95","-0.25","119",
"105/02/16","284,660","7,911,362","27.30","28.15","27.30","28.15","+0.20","186",
"105/02/17","325,000","9,400,500","28.45","29.40","28.45","28.60","+0.45","226",
"105/02/18","670,229","19,915,701","29.45","30.20","29.10","29.70","+1.10","439",
"105/02/19","171,073","5,065,595","30.20","30.20","29.25","29.40","-0.30","132",
"105/02/22","169,986","4,929,896","28.70","29.40","28.70","28.90","-0.50","136",
"105/02/23","205,060","6,014,451","29.05","29.60","29.00","29.25","+0.35","119",
"105/02/24","179,060","5,197,871","29.10","29.35","28.75","28.75","-0.50","114",
"105/02/25","96,120","2,772,018","28.90","29.00","28.75","28.75"," 0.00","47",
"105/02/26","114,370","3,300,636","28.90","29.00","28.50","28.90","+0.15","82",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

