"10410る 4141 纒縊-KY          らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","1,723,197","55,162,392","29.80","32.20","29.80","32.15","+2.85","871",
"104/10/02","709,207","22,889,764","32.30","32.90","31.80","31.90","-0.25","477",
"104/10/05","291,420","9,379,490","32.20","32.50","31.90","32.05","+0.15","187",
"104/10/06","436,980","13,842,635","32.15","32.55","30.50","30.50","-1.55","292",
"104/10/07","2,299,281","76,928,175","31.60","33.55","31.00","33.55","+3.05","762",
"104/10/08","1,037,555","33,750,680","33.70","33.80","31.50","31.50","-2.05","630",
"104/10/12","366,874","11,672,191","32.00","32.20","31.25","31.80","+0.30","241",
"104/10/13","316,400","9,976,709","31.80","31.90","31.30","31.40","-0.40","215",
"104/10/14","408,901","12,994,662","31.80","32.50","31.00","31.65","+0.25","282",
"104/10/15","374,240","12,061,710","32.00","32.95","31.65","31.70","+0.05","273",
"104/10/16","396,037","12,665,780","31.85","32.65","31.60","31.90","+0.20","260",
"104/10/19","535,100","17,245,045","31.90","32.70","31.75","32.35","+0.45","329",
"104/10/20","802,640","26,949,070","32.50","34.45","32.35","32.95","+0.60","525",
"104/10/21","1,297,792","43,938,249","33.20","34.40","33.10","33.60","+0.65","698",
"104/10/22","1,669,273","57,424,962","33.80","35.20","33.80","34.00","+0.40","823",
"104/10/23","539,096","18,291,618","34.40","34.40","33.60","33.60","-0.40","285",
"104/10/26","912,910","30,924,275","33.60","34.00","33.30","33.60"," 0.00","185",
"104/10/27","292,060","9,698,438","33.60","33.80","33.00","33.10","-0.50","173",
"104/10/28","314,992","10,568,382","33.30","33.80","33.20","33.40","+0.30","192",
"104/10/29","451,492","15,172,308","33.90","33.95","33.20","33.20","-0.20","219",
"104/10/30","326,102","10,645,403","33.35","33.40","31.90","32.70","-0.50","212",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

