"109年01月 1760 寶齡富錦         各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"109/01/02","331,532","28,877,984","85.90","88.00","85.90","87.20","+1.40","272",
"109/01/03","216,050","18,743,839","87.90","87.90","86.30","86.40","-0.80","174",
"109/01/06","151,608","13,010,488","85.30","86.40","85.30","85.70","-0.70","134",
"109/01/07","240,104","20,493,720","86.00","86.30","85.00","85.20","-0.50","180",
"109/01/08","158,100","13,373,100","85.10","85.10","84.40","84.40","-0.80","136",
"109/01/09","100,742","8,527,819","85.10","85.10","84.40","84.60","+0.20","94",
"109/01/10","149,103","12,681,745","85.20","85.60","84.30","85.00","+0.40","133",
"109/01/13","102,700","8,757,600","85.50","85.70","85.00","85.50","+0.50","95",
"109/01/14","72,062","6,138,041","85.50","85.50","85.10","85.20","-0.30","84",
"109/01/15","179,110","15,411,670","85.30","86.70","85.30","85.90","+0.70","140",
"109/01/16","119,719","10,266,042","86.10","86.20","85.50","85.70","-0.20","109",
"109/01/17","152,226","13,047,307","85.70","86.10","85.50","85.90","+0.20","112",
"109/01/20","98,230","8,405,461","85.90","86.00","85.40","85.50","-0.40","85",
"109/01/30","701,664","60,457,712","86.00","88.90","82.10","82.10","-3.40","617",
"109/01/31","294,105","24,302,694","83.00","85.00","81.20","82.70","+0.60","252",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

